2023-02-24 13:05:57,233 p=29738 u=rob n=ansible | PLAY [Automatic VyOS Lab test] **********************************************************************************************************************************
2023-02-24 13:11:23,513 p=30011 u=rob n=ansible | persistent connection idle timeout triggered, timeout value is 120 secs.
See the timeout setting options in the Network Debug and Troubleshooting Guide.
2023-02-24 13:11:23,515 p=30014 u=rob n=ansible | persistent connection idle timeout triggered, timeout value is 120 secs.
See the timeout setting options in the Network Debug and Troubleshooting Guide.
2023-02-24 13:11:23,617 p=30008 u=rob n=ansible | shutdown complete
2023-02-24 13:11:23,617 p=30011 u=rob n=ansible | shutdown complete
2023-02-24 13:11:23,619 p=30014 u=rob n=ansible | shutdown complete
2023-02-24 13:11:27,611 p=30450 u=rob n=p=30450 u=rob | paramiko [dhcp-server] | Connected (version 2.0, client OpenSSH_8.4p1)
2023-02-24 13:11:27,615 p=30449 u=rob n=p=30449 u=rob | paramiko [dhcp-relay] | Connected (version 2.0, client OpenSSH_8.4p1)
2023-02-24 13:11:27,625 p=30451 u=rob n=p=30451 u=rob | paramiko [transport] | Connected (version 2.0, client OpenSSH_8.4p1)
2023-02-24 13:11:27,854 p=30449 u=rob n=p=30449 u=rob | paramiko [dhcp-relay] | Authentication (publickey) successful!
2023-02-24 13:11:27,866 p=30450 u=rob n=p=30450 u=rob | paramiko [dhcp-server] | Authentication (publickey) successful!
2023-02-24 13:11:27,885 p=30451 u=rob n=p=30451 u=rob | paramiko [transport] | Authentication (publickey) successful!
2023-02-24 13:11:29,342 p=29738 u=rob n=ansible | ok: [dhcp-relay]
2023-02-24 13:11:29,356 p=29738 u=rob n=ansible | ok: [dhcp-server]
2023-02-24 13:11:29,356 p=29738 u=rob n=ansible | ok: [transport]
2023-02-24 13:11:29,360 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Login to EVE-NG and get Cookie] **********************************************************************************
2023-02-24 13:11:29,380 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:11:29,388 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:11:29,390 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:11:29,395 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:11:30,600 p=29738 u=rob n=ansible | ok: [eveng]
2023-02-24 13:11:30,605 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: stop nodes id] ***************************************************************************************************
2023-02-24 13:11:30,639 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:11:30,644 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:11:30,649 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:11:30,656 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:11:31,515 p=29738 u=rob n=ansible | ok: [eveng] => (item=5)
2023-02-24 13:11:31,522 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: wait after stop] *************************************************************************************************
2023-02-24 13:11:31,537 p=29738 u=rob n=ansible | Pausing for 5 seconds
2023-02-24 13:11:31,537 p=29738 u=rob n=ansible | (ctrl+C then 'C' = continue early, ctrl+C then 'A' = abort)
2023-02-24 13:11:36,554 p=29738 u=rob n=ansible | ok: [eveng]
2023-02-24 13:11:36,568 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: start nodes id] **************************************************************************************************
2023-02-24 13:11:36,613 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:11:36,617 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:11:36,622 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:11:36,629 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:11:37,318 p=29738 u=rob n=ansible | ok: [eveng] => (item=5)
2023-02-24 13:11:37,331 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: wait after start] ************************************************************************************************
2023-02-24 13:11:37,355 p=29738 u=rob n=ansible | Pausing for 5 seconds
2023-02-24 13:11:37,355 p=29738 u=rob n=ansible | (ctrl+C then 'C' = continue early, ctrl+C then 'A' = abort)
2023-02-24 13:11:42,368 p=29738 u=rob n=ansible | ok: [eveng]
2023-02-24 13:11:42,382 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: wait, b/c the ping often failed without a short break] ***********************************************************
2023-02-24 13:11:42,411 p=29738 u=rob n=ansible | Pausing for 30 seconds
2023-02-24 13:11:42,412 p=29738 u=rob n=ansible | (ctrl+C then 'C' = continue early, ctrl+C then 'A' = abort)
2023-02-24 13:12:12,425 p=29738 u=rob n=ansible | ok: [eveng]
2023-02-24 13:12:12,441 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: do ping test] ****************************************************************************************************
2023-02-24 13:12:12,475 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:12,485 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:12,501 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:13,478 p=29738 u=rob n=ansible | network_os is set to vyos
2023-02-24 13:12:13,478 p=29738 u=rob n=ansible | network_os is set to vyos
2023-02-24 13:12:13,478 p=29738 u=rob n=ansible | [WARNING]: ansible-pylibssh not installed, falling back to paramiko

2023-02-24 13:12:13,478 p=29738 u=rob n=ansible | [WARNING]: ansible-pylibssh not installed, falling back to paramiko

2023-02-24 13:12:13,488 p=30616 u=rob n=ansible | [DEPRECATION WARNING]: PlayContext.verbosity is deprecated, use 
ansible.utils.display.Display.verbosity instead. This feature will be removed 
in version 2.18. Deprecation warnings can be disabled by setting 
deprecation_warnings=False in ansible.cfg.
2023-02-24 13:12:13,488 p=30615 u=rob n=ansible | [DEPRECATION WARNING]: PlayContext.verbosity is deprecated, use 
ansible.utils.display.Display.verbosity instead. This feature will be removed 
in version 2.18. Deprecation warnings can be disabled by setting 
deprecation_warnings=False in ansible.cfg.
2023-02-24 13:12:14,210 p=30615 u=rob n=p=30615 u=rob | paramiko [dhcp-server] | Connected (version 2.0, client OpenSSH_8.4p1)
2023-02-24 13:12:14,216 p=30616 u=rob n=p=30616 u=rob | paramiko [dhcp-relay] | Connected (version 2.0, client OpenSSH_8.4p1)
2023-02-24 13:12:14,480 p=30616 u=rob n=p=30616 u=rob | paramiko [dhcp-relay] | Authentication (publickey) successful!
2023-02-24 13:12:14,484 p=30615 u=rob n=p=30615 u=rob | paramiko [dhcp-server] | Authentication (publickey) successful!
2023-02-24 13:12:20,788 p=29738 u=rob n=ansible | ok: [dhcp-relay] => (item=172.16.0.1)
2023-02-24 13:12:20,791 p=29738 u=rob n=ansible | ok: [dhcp-server] => (item=172.16.0.2)
2023-02-24 13:12:25,971 p=29738 u=rob n=ansible | ok: [dhcp-server] => (item=192.168.0.30)
2023-02-24 13:12:25,994 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: execute test commands] *******************************************************************************************
2023-02-24 13:12:26,028 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,039 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,041 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,045 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,054 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,058 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: register stdout commands] ****************************************************************************************
2023-02-24 13:12:26,086 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,087 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,089 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,096 p=29738 u=rob n=ansible | skipping: [dhcp-server] => (item={'name': 'show_dhcp_server_leases', 'command': 'show dhcp server leases'}) 
2023-02-24 13:12:26,101 p=29738 u=rob n=ansible | skipping: [dhcp-server] => (item={'name': 'ping_client', 'command': 'ping 192.168.0.30 count 4'}) 
2023-02-24 13:12:26,103 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,103 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,107 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Set variables] ***************************************************************************************************
2023-02-24 13:12:26,127 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,135 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,137 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,141 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,150 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,154 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: ake sure tmp dir exist] ******************************************************************************************
2023-02-24 13:12:26,173 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,183 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,190 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,192 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,197 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,201 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: register status of tmp/] *****************************************************************************************
2023-02-24 13:12:26,217 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,224 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,232 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,235 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,240 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,244 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: ownload upgrade_iso] *********************************************************************************************
2023-02-24 13:12:26,263 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,272 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,281 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,281 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,289 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,293 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Copy iso to host] ************************************************************************************************
2023-02-24 13:12:26,308 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,316 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,324 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,326 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,331 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,335 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: upgrade vyos] ****************************************************************************************************
2023-02-24 13:12:26,350 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,358 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,366 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,369 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,373 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,377 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Reboot vyos] *****************************************************************************************************
2023-02-24 13:12:26,392 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,400 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,408 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,410 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,415 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,419 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: wait while shutdown] *********************************************************************************************
2023-02-24 13:12:26,429 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,432 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Wait for vyos nodes] *********************************************************************************************
2023-02-24 13:12:26,447 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,455 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,464 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,464 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,469 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,473 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: clear tmp dir] ***************************************************************************************************
2023-02-24 13:12:26,485 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,487 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Login to EVE-NG and get Cookie] **********************************************************************************
2023-02-24 13:12:26,503 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,510 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,518 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,520 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,525 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,529 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: stop nodes id] ***************************************************************************************************
2023-02-24 13:12:26,552 p=29738 u=rob n=ansible | skipping: [eveng] => (item=5) 
2023-02-24 13:12:26,558 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,559 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,560 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,562 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,574 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,577 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: wait after stop] *************************************************************************************************
2023-02-24 13:12:26,588 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,592 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: start nodes id] **************************************************************************************************
2023-02-24 13:12:26,619 p=29738 u=rob n=ansible | skipping: [eveng] => (item=5) 
2023-02-24 13:12:26,623 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,623 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,623 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,627 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,633 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,637 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: wait after start] ************************************************************************************************
2023-02-24 13:12:26,648 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,651 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: wait, b/c the ping often failed without a short break] ***********************************************************
2023-02-24 13:12:26,663 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,667 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: do ping test] ****************************************************************************************************
2023-02-24 13:12:26,689 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,692 p=29738 u=rob n=ansible | skipping: [dhcp-relay] => (item=172.16.0.1) 
2023-02-24 13:12:26,698 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,698 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,704 p=29738 u=rob n=ansible | skipping: [dhcp-server] => (item=172.16.0.2) 
2023-02-24 13:12:26,705 p=29738 u=rob n=ansible | skipping: [dhcp-server] => (item=192.168.0.30) 
2023-02-24 13:12:26,708 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,708 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,711 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: execute test commands] *******************************************************************************************
2023-02-24 13:12:26,726 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,734 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,741 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,744 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,750 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,753 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: register stdout commands] ****************************************************************************************
2023-02-24 13:12:26,768 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,775 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,784 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,790 p=29738 u=rob n=ansible | skipping: [dhcp-server] => (item={'name': 'show_dhcp_server_leases', 'command': 'show dhcp server leases'}) 
2023-02-24 13:12:26,791 p=29738 u=rob n=ansible | skipping: [dhcp-server] => (item={'name': 'ping_client', 'command': 'ping 192.168.0.30 count 4'}) 
2023-02-24 13:12:26,794 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,794 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,797 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Set variables] ***************************************************************************************************
2023-02-24 13:12:26,812 p=29738 u=rob n=ansible | skipping: [eveng]
2023-02-24 13:12:26,819 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,827 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,829 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,834 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,838 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: make sure output dir exist] **************************************************************************************
2023-02-24 13:12:26,862 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:26,871 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:26,873 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:26,879 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:26,990 p=29738 u=rob n=ansible | ok: [eveng -> localhost]
2023-02-24 13:12:26,995 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: make sure output include dir exist] ******************************************************************************
2023-02-24 13:12:27,019 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:27,028 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:27,030 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:27,036 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:27,149 p=29738 u=rob n=ansible | ok: [eveng -> localhost]
2023-02-24 13:12:27,152 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Get timestamp from the system] ***********************************************************************************
2023-02-24 13:12:27,172 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:27,183 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:27,183 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:27,190 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:27,367 p=29738 u=rob n=ansible | changed: [eveng]
2023-02-24 13:12:27,372 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: Set variables] ***************************************************************************************************
2023-02-24 13:12:27,397 p=29738 u=rob n=ansible | ok: [eveng]
2023-02-24 13:12:27,405 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:27,407 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:27,407 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:27,412 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:27,416 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: generate lab rst file] *******************************************************************************************
2023-02-24 13:12:27,440 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:27,449 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:27,451 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:27,457 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:27,697 p=29738 u=rob n=ansible | changed: [eveng -> localhost]
2023-02-24 13:12:27,702 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: find all *.conf files in Lab] ************************************************************************************
2023-02-24 13:12:27,726 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:27,735 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:27,737 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:27,743 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:27,920 p=29738 u=rob n=ansible | ok: [eveng -> localhost]
2023-02-24 13:12:27,927 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: copy all *.conf files] *******************************************************************************************
2023-02-24 13:12:27,954 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:27,964 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:27,966 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:27,972 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:28,205 p=29738 u=rob n=ansible | ok: [eveng -> localhost] => (item={'path': 'labs/DHCPRelay_through_GRE/dhcp-server.conf', 'mode': '0644', 'isdir': False, 'ischr': False, 'isblk': False, 'isreg': True, 'isfifo': False, 'islnk': False, 'issock': False, 'uid': 501, 'gid': 20, 'size': 883, 'inode': 362560, 'dev': 16777233, 'nlink': 1, 'atime': 1675370047.048312, 'mtime': 1648155110.0, 'ctime': 1675368464.810746, 'gr_name': 'staff', 'pw_name': 'rob', 'wusr': True, 'rusr': True, 'xusr': False, 'wgrp': False, 'rgrp': True, 'xgrp': False, 'woth': False, 'roth': True, 'xoth': False, 'isuid': False, 'isgid': False})
2023-02-24 13:12:28,463 p=29738 u=rob n=ansible | ok: [eveng -> localhost] => (item={'path': 'labs/DHCPRelay_through_GRE/dhcp-relay.conf', 'mode': '0644', 'isdir': False, 'ischr': False, 'isblk': False, 'isreg': True, 'isfifo': False, 'islnk': False, 'issock': False, 'uid': 501, 'gid': 20, 'size': 562, 'inode': 362561, 'dev': 16777233, 'nlink': 1, 'atime': 1675370047.013727, 'mtime': 1648155110.0, 'ctime': 1675368464.810769, 'gr_name': 'staff', 'pw_name': 'rob', 'wusr': True, 'rusr': True, 'xusr': False, 'wgrp': False, 'rgrp': True, 'xgrp': False, 'woth': False, 'roth': True, 'xoth': False, 'isuid': False, 'isgid': False})
2023-02-24 13:12:28,706 p=29738 u=rob n=ansible | ok: [eveng -> localhost] => (item={'path': 'labs/DHCPRelay_through_GRE/transport.conf', 'mode': '0644', 'isdir': False, 'ischr': False, 'isblk': False, 'isreg': True, 'isfifo': False, 'islnk': False, 'issock': False, 'uid': 501, 'gid': 20, 'size': 107, 'inode': 362564, 'dev': 16777233, 'nlink': 1, 'atime': 1675370047.9696386, 'mtime': 1648155110.0, 'ctime': 1675368464.8108501, 'gr_name': 'staff', 'pw_name': 'rob', 'wusr': True, 'rusr': True, 'xusr': False, 'wgrp': False, 'rgrp': True, 'xgrp': False, 'woth': False, 'roth': True, 'xoth': False, 'isuid': False, 'isgid': False})
2023-02-24 13:12:28,712 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: find all *.png files in Lab] *************************************************************************************
2023-02-24 13:12:28,736 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:28,746 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:28,747 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:28,755 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:28,865 p=29738 u=rob n=ansible | ok: [eveng -> localhost]
2023-02-24 13:12:28,871 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: copy all *.png files] ********************************************************************************************
2023-02-24 13:12:28,898 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:28,908 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:28,909 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:28,918 p=29738 u=rob n=ansible | skipping: [transport]
2023-02-24 13:12:29,137 p=29738 u=rob n=ansible | ok: [eveng -> localhost] => (item={'path': 'labs/DHCPRelay_through_GRE/topology.png', 'mode': '0644', 'isdir': False, 'ischr': False, 'isblk': False, 'isreg': True, 'isfifo': False, 'islnk': False, 'issock': False, 'uid': 501, 'gid': 20, 'size': 57080, 'inode': 362559, 'dev': 16777233, 'nlink': 1, 'atime': 1676403697.1323667, 'mtime': 1648155110.0, 'ctime': 1675368464.8107133, 'gr_name': 'staff', 'pw_name': 'rob', 'wusr': True, 'rusr': True, 'xusr': False, 'wgrp': False, 'rgrp': True, 'xgrp': False, 'woth': False, 'roth': True, 'xoth': False, 'isuid': False, 'isgid': False})
2023-02-24 13:12:29,143 p=29738 u=rob n=ansible | TASK [eve-ng-lab-test : DHCPRelay_through_GRE: copy ansible log files] ******************************************************************************************
2023-02-24 13:12:29,170 p=29738 u=rob n=ansible | skipping: [vyos-oobm]
2023-02-24 13:12:29,179 p=29738 u=rob n=ansible | skipping: [dhcp-relay]
2023-02-24 13:12:29,179 p=29738 u=rob n=ansible | skipping: [dhcp-server]
2023-02-24 13:12:29,188 p=29738 u=rob n=ansible | skipping: [transport]
